31.6017,1.84335,-5.72478,-0.319442,-33.6285,-2.26336,1.16787
21.1634,1.41983,-11.321,-0.844813,-35.8925,-2.55403,1.35246
33.5915,2.02897,-26.6565,1.19115,-1.07609,-0.0655913,16.3292,-0.593786,-30.0128,-2.02052,0.964383
24.907,1.62496,-8.13554,-0.614617,-41.4665,-2.8013,1.09644
18.542,1.27189,-10.262,-0.796117,-39.6088,-2.74293,1.27824
37.4422,1.77034,-44.5979,-2.47506,1.50855
42.0951,2.05952,1.17742,0.0518867,1.11768
24.054,1.60276,-7.10349,-0.525846,-36.3335,-2.57707,1.3009
-26.2771,1.43255,18.987,1.23441,-10.5556,-0.746992,-40.1363,-2.68775,1.18833
36.8196,2.3842,3.42079,0.224139,-22.9521,-1.71425,1.47764
32.6025,2.42667,4.21687,0.346431,-30.2841,-2.35005,1.683
35.3495,2.57825,2.18967,0.21304,-29.7351,-2.38548,1.99614
33.1537,2.47928,2.07938,0.20068,-27.724,-2.28456,2.10612
36.1104,2.43135,1.06157,0.0869481,-25.4335,-2.06426,1.84905
26.8517,2.1923,-0.873035,-0.0759119,-24.4692,-2.07098,1.80705
32.8227,2.21401,-0.417518,-0.0333865,-24.9645,-1.94753,1.69827
29.5697,2.32809,-0.414002,-0.0335872,-30.3971,-2.39849,1.7961
28.0384,2.41616,0.0675095,0.00600653,-21.5537,-1.89295,1.95136
19.6341,1.75875,-4.08405,-0.388065,-24.2835,-2.23386,2.13906
35.0497,2.20311,0.893779,0.0667011,-28.503,-2.07312,1.53948
