37.8526,1.813,-21.3794,-1.33417,-47.1994,-2.85233,0.943204
29.9179,1.46234,-24.6992,-1.53065,-48.5475,-2.91412,1.07153
38.4279,2.00722,-18.7975,-1.12473,-45.2762,-2.7616,1.09189
38.2194,1.90293,-19.8581,-1.17686,-45.0943,-2.80149,1.11624
37.804,1.86586,-19.6367,-1.22851,-44.9939,-2.84452,1.00112
25.1268,1.35507,-24.9251,-1.61231,-48.3342,-2.94741,1.2521
45.4503,2.41426,-7.62229,-0.517806,-34.9881,-2.37994,1.37178
57.736,2.74638,-7.4291,-0.331452,-39.0015,-2.40025,1.53563
41.8891,2.28925,-12.2264,-0.800671,-39.2175,-2.54327,1.23661
43.5079,2.15315,-13.7722,-0.908839,-40.9874,-2.61942,1.21338
46.2613,2.4536,-45.761,-2.83511,1.80877
38.3617,2.38367,-2.21097,-0.193146,-42.2792,-3.01556,1.78256
51.4979,2.93378,-5.13748,-0.386408,-45.979,-2.94412,1.45202
53.6576,2.62656,0.473716,0.0336638,-48.3956,-2.85711,1.36655
38.9846,2.61296,0.416092,0.0345597,-37.4595,-2.92217,1.64782
36.389,2.14107,-2.83798,-0.205018,-41.9001,-2.95429,1.38944
46.2203,2.49477,-5.8303,-0.435746,-45.5056,-2.77584,1.3316
41.3463,2.50937,-0.891059,-0.0665785,-35.8144,-2.66008,1.44678
44.5544,2.54717,-2.30502,-0.151845,-37.655,-2.58477,1.2824
44.5988,2.83687,0.0588,0.00458607,-35.0266,-2.65339,1.47407
59.871,2.62221,4.30175,0.282946,-42.153,-2.40734,1.26838
